miRTarBase ID	miRNA	Species (miRNA)	Target Gene	Target Gene (Entrez ID)	Species (Target Gene)	Experiments	Support Type	References (PMID)				
MIRT734463	hsa-miR-150-5p	Homo sapiens	PRKCA	5578	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26232986				
MIRT733062	hsa-miR-184	Homo sapiens	PRKCB	5579	Homo sapiens	Luciferase reporter assay	Functional MTI	27666871				
MIRT735231	hsa-miR-33a-5p	Homo sapiens	PRKCB	5579	Homo sapiens	qRT-PCR//Western blot	Functional MTI	26280760				
MIRT053097	hsa-miR-26a-5p	Homo sapiens	PRKCD	5580	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	23525216				
MIRT163342	hsa-miR-181a-5p	Homo sapiens	PRKCD	5580	Homo sapiens	Luciferase reporter assay	Functional MTI	24183997				
MIRT163342	hsa-miR-181a-5p	Homo sapiens	PRKCD	5580	Homo sapiens	Flow//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	22847611				
MIRT163342	hsa-miR-181a-5p	Homo sapiens	PRKCD	5580	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	25174404				
MIRT163344	hsa-miR-181c-5p	Homo sapiens	PRKCD	5580	Homo sapiens	Luciferase reporter assay	Functional MTI	26629004				
MIRT733094	hsa-miR-26a-1-3p	Homo sapiens	PRKCD	5580	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25961460				
MIRT734493	hsa-miR-486-3p	Homo sapiens	PRKCD	5580	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28339053				
MIRT007205	hsa-miR-1-3p	Homo sapiens	PRKCE	5581	Homo sapiens	Luciferase reporter assay	Functional MTI	23226300				
MIRT007286	hsa-miR-31-5p	Homo sapiens	PRKCE	5581	Homo sapiens	Luciferase reporter assay	Functional MTI	23364795				
MIRT052955	hsa-miR-107	Homo sapiens	PRKCE	5581	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22158047				
MIRT438113	hsa-miR-146a-5p	Homo sapiens	PRKCE	5581	Homo sapiens	Luciferase reporter assay	Functional MTI	23457043				
MIRT438113	hsa-miR-146a-5p	Homo sapiens	PRKCE	5581	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	25308712				
MIRT732350	hsa-miR-24-3p	Homo sapiens	PRKCH	5583	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27351203				
MIRT732637	hsa-miR-200c-3p	Homo sapiens	PRKCZ	5590	Homo sapiens	Immunoblot//Immunohistochemistry//Luciferase reporter assay//Microarray	Functional MTI	28218902				
MIRT733776	hsa-miR-25-5p	Homo sapiens	PRKCZ	5590	Homo sapiens	qRT-PCR//Western blot	Functional MTI	27911275				
MIRT734694	hsa-miR-34a-5p	Homo sapiens	PRKD1	5587	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26895471				
MIRT005558	hsa-miR-101-5p	Homo sapiens	PRKDC	5591	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	20617180				
MIRT437765	hsa-miR-20a-5p	Homo sapiens	PRKG1	5592	Homo sapiens	Immunocytochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25447536				
MIRT734362	hsa-miR-181a-5p	Homo sapiens	PRKN	5071	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27281615				
MIRT006123	hsa-miR-122-5p	Homo sapiens	PRKRA	8575	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	21937511				
MIRT006128	hsa-miR-125b-5p	Homo sapiens	PRKRA	8575	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21935352				
MIRT000982	hsa-miR-32-5p	Homo sapiens	PRMT5	10419	Homo sapiens	Western blot	Functional MTI	18694959				
MIRT000983	hsa-miR-25-3p	Homo sapiens	PRMT5	10419	Homo sapiens	Western blot	Functional MTI	18694959				
MIRT004350	hsa-miR-19a-3p	Homo sapiens	PRMT5	10419	Homo sapiens	Western blot	Functional MTI	18694959				
MIRT004351	hsa-miR-92b-3p	Homo sapiens	PRMT5	10419	Homo sapiens	Western blot	Functional MTI	18694959				
MIRT004352	hsa-miR-96-5p	Homo sapiens	PRMT5	10419	Homo sapiens	Western blot	Functional MTI	18694959				
MIRT004581	hsa-miR-23b-5p	Homo sapiens	PRODH	5625	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	20562915				
MIRT021645	hsa-miR-142-3p	Homo sapiens	PROM1	8842	Homo sapiens	Reporter assay	Functional MTI	21394831				
MIRT021645	hsa-miR-142-3p	Homo sapiens	PROM1	8842	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	23619912				
MIRT731955	hsa-miR-200b-5p	Homo sapiens	PROM1	8842	Homo sapiens	Luciferase reporter assay	Functional MTI	28362995				
MIRT731114	hsa-miR-593-3p	Homo sapiens	PROP1	5626	Homo sapiens	Western blot//Luciferase reporter assay	Functional MTI	25434367				
MIRT731115	hsa-miR-511-5p	Homo sapiens	PROP1	5626	Homo sapiens	Western blot//Luciferase reporter assay	Functional MTI	25434367				
MIRT053355	hsa-miR-494-3p	Homo sapiens	PROS1	5627	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23789915				
MIRT003630	hsa-miR-181a-5p	Homo sapiens	PROX1	5629	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	20558617				
MIRT003630	hsa-miR-181a-5p	Homo sapiens	PROX1	5629	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25706394				
MIRT732789	hsa-miR-670-5p	Homo sapiens	PROX1	5629	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26796260				
MIRT733547	hsa-miR-489-3p	Homo sapiens	PROX1	5629	Homo sapiens	Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27725907				
MIRT734737	hsa-miR-466	Homo sapiens	PROX1	5629	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25573115				
MIRT734899	hsa-miR-383-3p	Homo sapiens	PRPF31	26121	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot//Immuno-precipitation	Functional MTI	26606907				
MIRT004858	hsa-miR-192-5p	Homo sapiens	PRPF38A	84950	Homo sapiens	Luciferase reporter assay//qRT-PCR//Reporter assay	Microarray	Other	Functional MTI	19074876		
MIRT053285	hsa-miR-371a-5p	Homo sapiens	PRPF4B	8899	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23466643				
MIRT735442	hsa-miR-30a-5p	Homo sapiens	PRRT2	112476	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28192116				
MIRT022167	hsa-miR-124-3p	Homo sapiens	PRRX1	5396	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	24705396				
MIRT732202	hsa-miR-106b-5p	Homo sapiens	PRRX1	5396	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	26617763				
MIRT734693	hsa-miR-655-3p	Homo sapiens	PRRX1	5396	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Western blot	Functional MTI	26820102				
MIRT437375	hsa-miR-9-5p	Homo sapiens	PRTG	283659	Homo sapiens	Immunocytochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24007463				
MIRT007122	hsa-miR-19a-3p	Homo sapiens	PSAP	5660	Homo sapiens	Luciferase reporter assay	Functional MTI	23451058				
MIRT054828	hsa-miR-24-3p	Homo sapiens	PSAP	5660	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	24966325				
MIRT054829	hsa-miR-27a-3p	Homo sapiens	PSAP	5660	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	24966325				
MIRT054830	hsa-miR-27b-3p	Homo sapiens	PSAP	5660	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	24966325				
MIRT020538	hsa-miR-155-5p	Homo sapiens	PSIP1	11168	Homo sapiens	Flow//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23028330				
MIRT020538	hsa-miR-155-5p	Homo sapiens	PSIP1	11168	Homo sapiens	ChIP-seq//Luciferase reporter assay//Western blot	Functional MTI	26497687				
MIRT054213	hsa-miR-147a	Homo sapiens	PSMA3	5684	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23028679				
MIRT035545	hsa-miR-214-3p	Homo sapiens	PSMD10	5716	Homo sapiens	Luciferase reporter assay	Functional MTI	23100276				
MIRT438269	hsa-miR-605-5p	Homo sapiens	PSMD10	5716	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25131931				
MIRT734806	hsa-miR-505-3p	Homo sapiens	PSMD10	5716	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	26394032				
MIRT732931	hsa-miR-21-5p	Homo sapiens	PSMD9	5715	Homo sapiens	Flow//qRT-PCR//Western blot	Functional MTI	26500453				
MIRT733813	hsa-miR-199a-5p	Homo sapiens	PSMD9	5715	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28120918				
MIRT004063	hsa-miR-7-5p	Homo sapiens	PSME3	10197	Homo sapiens	GFP reporter assay	Functional MTI	23762407				
MIRT004063	hsa-miR-7-5p	Homo sapiens	PSME3	10197	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR	Functional MTI	24281003				
MIRT004063	hsa-miR-7-5p	Homo sapiens	PSME3	10197	Homo sapiens	FACS//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	24281414				
MIRT733770	hsa-miR-34c-3p	Homo sapiens	PSMG1	8624	Homo sapiens	Luciferase reporter assay//Western blot//Immunohistochemistry	Functional MTI	26261507				
MIRT001345	hsa-miR-1-3p	Homo sapiens	PTBP1	5725	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26980745				
MIRT002647	hsa-miR-124-3p	Homo sapiens	PTBP1	5725	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23853098				
MIRT002647	hsa-miR-124-3p	Homo sapiens	PTBP1	5725	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22895557				
MIRT002647	hsa-miR-124-3p	Homo sapiens	PTBP1	5725	Homo sapiens	Western blot//qRT-PCR	Functional MTI	24865424				
MIRT002647	hsa-miR-124-3p	Homo sapiens	PTBP1	5725	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24122720				
MIRT054397	hsa-miR-340-5p	Homo sapiens	PTBP1	5725	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22895557				
MIRT733473	hsa-miR-133b	Homo sapiens	PTBP1	5725	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26980745				
MIRT733473	hsa-miR-133b	Homo sapiens	PTBP1	5725	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27696637				
MIRT003052	hsa-miR-133b	Homo sapiens	PTBP2	58155	Homo sapiens	Reporter assay	Functional MTI	17210790				
MIRT053243	hsa-miR-223-3p	Homo sapiens	PTBP2	58155	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	23174904				
MIRT054186	hsa-miR-210-3p	Homo sapiens	PTBP3	9991	Homo sapiens	Microarray//qRT-PCR//Western blot	Functional MTI	23024754				
MIRT006293	hsa-miR-212-3p	Homo sapiens	PTCH1	5727	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22357618				
MIRT006293	hsa-miR-212-3p	Homo sapiens	PTCH1	5727	Homo sapiens	Luciferase reporter assay	Functional MTI	24961235				
MIRT438750	hsa-miR-424-5p	Homo sapiens	PTCH1	5727	Homo sapiens	Luciferase reporter assay	Functional MTI	24967963				
MIRT735204	hsa-miR-1249-3p	Homo sapiens	PTCH1	5727	Homo sapiens	ChIP-seq//Luciferase reporter assay//Next Generation Sequencing (NGS)//qRT-PCR//Western blot	Functional MTI	28365245				
MIRT000499	hsa-miR-17-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	20227518				
MIRT000499	hsa-miR-17-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	21283765				
MIRT000499	hsa-miR-17-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	20388916				
MIRT000499	hsa-miR-17-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	23418359				
MIRT000499	hsa-miR-17-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	24220575				
MIRT000499	hsa-miR-17-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	24912422				
MIRT000499	hsa-miR-17-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24462867				
MIRT000499	hsa-miR-17-5p	Homo sapiens	PTEN	5728	Homo sapiens	Western blot//Luciferase reporter assay	Functional MTI	23391506				
MIRT000533	hsa-miR-217	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	20216554				
MIRT000533	hsa-miR-217	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	23471579				
MIRT000534	hsa-miR-216a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	20216554				
MIRT000534	hsa-miR-216a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	23471579				
MIRT000799	hsa-miR-214-3p	Homo sapiens	PTEN	5728	Homo sapiens	Western blot//qRT-PCR//Luciferase reporter assay//Reporter assay	Other	Functional MTI	18199536			
MIRT000799	hsa-miR-214-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	20548023				
MIRT000799	hsa-miR-214-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21228352				
MIRT000799	hsa-miR-214-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	22502680				
MIRT000799	hsa-miR-214-3p	Homo sapiens	PTEN	5728	Homo sapiens	Flow//Immunocytochemistry//qRT-PCR//Western blot	Functional MTI	21688200				
MIRT000799	hsa-miR-214-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23834902				
MIRT000799	hsa-miR-214-3p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	25361012				
MIRT000799	hsa-miR-214-3p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	27339596				
MIRT001095	hsa-miR-26a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Western blot//Luciferase reporter assay	Functional MTI	19487573				
MIRT001095	hsa-miR-26a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	20216554				
MIRT001095	hsa-miR-26a-5p	Homo sapiens	PTEN	5728	Homo sapiens	GFP reporter assay//Luciferase reporter assay//Western blot	Functional MTI	20080666				
MIRT001095	hsa-miR-26a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22885155				
MIRT001095	hsa-miR-26a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	24140063				
MIRT001095	hsa-miR-26a-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	25361012				
MIRT001095	hsa-miR-26a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28242043				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Western blot	Functional MTI	19672202				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	19072831				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	19906824				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	18850008				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Western blot	Functional MTI	20216554				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	20223231				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot//Reporter assay	Western blot	Microarray	Functional MTI	20048743		
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	20813833				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	GFP reporter assay//Northern blot//qRT-PCR//Western blot//ASO assay	Functional MTI	19641183				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	19253296				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunocytochemistry//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot//Microarray//Reporter assay	Functional MTI	17681183				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Northern blot//qRT-PCR//Western blot//Reporter assay	Functional MTI	16762633				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	20797623				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunohistochemistry//qRT-PCR//Western blot	Functional MTI	20978511				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot	Functional MTI	21187093				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21820606				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22267008				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	22956424				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	22761812				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22770403				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22879939				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	23226804				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Western blot	Functional MTI	21544242				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunocytochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24817011				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Flow//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23548551				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23174819				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23466500				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24154840				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24659669				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	22956257				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24603539				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24468088				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//	Functional MTI	24356956				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunofluorescence//Immunohistochemistry//qRT-PCR//Western blot	Functional MTI	23811941				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	24161401				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23981302				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23643356				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	23275230				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23446999				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	23708209				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	25361012				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	26864640				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Flow//qRT-PCR//Western blot	Functional MTI	26284486				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	FACS//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26387848				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27725205				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	26568302				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	26559642				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Western blot	Functional MTI	28069514				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Flow//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26975392				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	27350731				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27611950				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	26741162				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	25799148				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24912785				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Flow//Microarray//qRT-PCR//Western blot	Functional MTI	28407783				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Western blot	Functional MTI	26847601				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25803229				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27811366				
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Flow//Immunohistochemistry//Microarray//qRT-PCR//Western blot	Functional MTI	27574331				
MIRT001209	hsa-miR-494-3p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	20006626				
MIRT001209	hsa-miR-494-3p	Homo sapiens	PTEN	5728	Homo sapiens	Flow//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	22544933				
MIRT001209	hsa-miR-494-3p	Homo sapiens	PTEN	5728	Homo sapiens	Immunofluorescence//Immunohistochemistry//qRT-PCR//Western blot	Functional MTI	25662849				
MIRT002958	hsa-miR-19a-3p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	18460397				
MIRT002958	hsa-miR-19a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Reporter assay	Functional MTI	14697198				
MIRT002958	hsa-miR-19a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21853360				
MIRT002958	hsa-miR-19a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	20388916				
MIRT002958	hsa-miR-19a-3p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23603256				
MIRT002958	hsa-miR-19a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	24220575				
MIRT002958	hsa-miR-19a-3p	Homo sapiens	PTEN	5728	Homo sapiens	In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23824915				
MIRT002958	hsa-miR-19a-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	26098000				
MIRT003281	hsa-miR-141-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot//Reporter assay	Western blot	Other	Functional MTI	20053927		
MIRT003369	hsa-miR-20a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	21283765				
MIRT003370	hsa-miR-18a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23511639				
MIRT003370	hsa-miR-18a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	27291152				
MIRT003371	hsa-miR-19b-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	20008935				
MIRT003371	hsa-miR-19b-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	20190740				
MIRT003371	hsa-miR-19b-3p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23603256				
