source,target
ARL2BP,chr16_57245259_57253635
PARD6A,chr16_67660946_67662774
CARHSP1,chr16_8852942_8869012
CARHSP1-DT,chr16_8869251_8870032
MARVELD3,chr16_71626161_71642114
ARGFXP2,chr17_32150433_32151504
ARHGAP23,chr17_38419280_38512385
RARA-AS1,chr17_40340867_40343136
RARA,chr17_40309180_40357643
STARD3,chr17_39637090_39664201
ARL4D,chr17_43398993_43401137
SMARCE1,chr17_40624962_40648654
MARCHF10-DT,chr17_62808500_62836371
ARL2BPP8,chr17_54754165_54754649
GARS1P1,chr17_55550931_55551649
ARHGAP27P1-BPTFP1-KPNA2P3,chr17_64749663_64781707
CARD14,chr17_80169992_80209331
MARCHF10,chr17_62701314_62808344
SMARCD2,chr17_63832081_63843065
SCARNA20,chr17_60231516_60231646
AARSD1,chr17_42950526_42964498
PTGES3L-AARSD1,chr17_42950526_42980528
ARHGAP27P2,chr17_68198921_68199596
SCARF1,chr17_1633858_1645744
PICART1,chr17_50050349_50055739
SCARNA21,chr17_7906122_7906260
ARHGEF15,chr17_8310241_8322514
ARHGAP44-AS1,chr17_12760140_12790242
ARHGAP44,chr17_12789498_12991643
SCARNA16,chr17_77089307_77089493
NARF-AS2,chr17_82454140_82458521
NARF,chr17_82458180_82490537
NARF-AS1,chr17_82476597_82477924
NARF-IT1,chr17_82482098_82483388
ARL17B,chr17_46274784_46361797
ARL17A,chr17_46516702_46579691
SARM1,chr17_28364356_28404049
ARL5C,chr17_39156894_39167484
ARMC7,chr17_75109952_75130272
ARRB2,chr17_4710596_4721499
ARHGDIA,chr17_81867721_81871378
ARL16,chr17_81681187_81683797
PRKAR1A,chr17_68511780_68551319
ARSG,chr17_68259182_68422731
TRARG1,chr17_1279662_1300978
GABARAP,chr17_7240008_7242449
ARHGAP27,chr17_45393902_45434421
ARHGAP28-AS1,chr18_6728821_6729862
STARD6,chr18_54324358_54357964
ARIH2P1,chr18_28651732_28653208
GAREM1,chr18_32124877_32470882
ARL2BPP1,chr18_76703444_76704254
LARP7P3,chr18_70412055_70412391
PARD6G,chr18_80157232_80247514
PARD6G-AS1,chr18_80147924_80179839
SCARNA17,chr18_49814133_49814276
NARS1,chr18_57600656_57622213
ARHGAP28,chr18_6729716_6915716
LIVAR,chr18_70335929_70337310
PARAL1,chr20_9986088_10007116
TARDBPP1,chr20_6200989_6202191
ARHGAP40,chr20_38601934_38651035
RARRES2P11,chr20_29427400_29427883
HAR1B,chr20_63090806_63102631
HAR1A,chr20_63102205_63104386
ARFGAP1,chr20_63272785_63289790
ARPC3P1,chr20_49134480_49135012
ARF4P2,chr20_62872250_62873076
AAR2,chr20_36236131_36270918
ARFGEF2,chr20_48921711_49036693
PARD6B,chr20_50731580_50756795
ARFRP1,chr20_63698642_63708025
LKAAEAR1,chr20_64083376_64084398
ARID3A,chr19_925781_975939
ARRDC5,chr19_4890437_4902896
ARMC6,chr19_19033575_19060311
LPAR2,chr19_19623655_19628930
CARD8-AS1,chr19_48255675_48258199
TARM1,chr19_54069895_54081365
C5AR2,chr19_47332175_47347329
FCAR,chr19_54874235_54891420
FFAR1,chr19_35351552_35353862
C5AR1,chr19_47290023_47322066
MARK4,chr19_45079288_45305284
FFAR3,chr19_35358460_35360489
CARD8,chr19_48180770_48255946
ARHGEF1,chr19_41883173_41930150
SARS2,chr19_38915266_38930763
CARM1,chr19_10871553_10923075
FARSA,chr19_12922479_12934037
FARSA-AS1,chr19_12930522_12933296
ARHGAP35,chr19_46860997_47005077
GARRE1,chr19_34254552_34355566
ARHGAP33,chr19_35774532_35788822
FFAR2,chr19_35443907_35451767
ARHGEF18-AS1,chr19_7390522_7395039
OSCAR,chr19_54094668_54102692
ARHGEF18,chr19_7348937_7472485
MARCHF2,chr19_8413270_8439017
ARHGAP45,chr19_1065923_1086628
ARRDC2,chr19_18001132_18014102
CBARP,chr19_1228287_1238027
CBARP-DT,chr19_1238179_1239522
SMARCA4,chr19_10960932_11079426
ARSFP1,chrY_12252321_12258033
ARSDP1,chrY_12354096_12387328
PARP4P1,chrY_26594851_26634652
ARSLP1,chrY_12339813_12347495
ANKRD62P1-PARP4P3,chr22_16654066_16675540
PARP4P3,chr22_16653892_16659628
PRR5-ARHGAP8,chr22_44702233_44862706
CARD10,chr22_37490362_37519542
PPARA,chr22_46150521_46243756
ARFGAP3,chr22_42796502_42858106
PARVG,chr22_44172956_44219533
ARL5AP4,chr22_24686168_24686679
SMARCB1,chr22_23786931_23838009
ARL2BPP10,chr22_18102457_18103649
LARGE-IT1,chr22_33723832_33724912
LARGE-AS1,chr22_33725007_33750843
LARGE1-AS1,chr22_33922422_33922766
PARVB,chr22_43999211_44172939
ARHGAP42P3,chr22_15550904_15553838
ARVCF,chr22_19969896_20016823
LARGE1,chr22_33162226_33922841
ARHGAP8,chr22_44752558_44862788
SCARF2,chr22_20424584_20437826
ARSA,chr22_50622754_50628173
GART,chr21_33503931_33543491
TSPEAR,chr21_44497893_44711572
TSPEAR-AS1,chr21_44506807_44516575
TSPEAR-AS2,chr21_44517216_44525952
PICSAR,chr21_44999208_45004727
ADARB1,chr21_45073853_45226560
IFNAR2,chr21_33205282_33265675
IFNAR1,chr21_33324429_33359864
ASCL1,chr12_102957674_102960513
ASH1L-IT1,chr1_155396010_155396978
ASH1L-AS1,chr1_155562042_155563944
ASH1L,chr1_155335268_155563162
ASXL1,chr20_32358330_32439319
ATF1P1,chr6_92887251_92888581
ATF1,chr12_50763710_50821162
ATF2,chr2_175072250_175168382
BATF2,chr11_64987945_64997018
BATF3,chr1_212686417_212699840
ATF3,chr1_212565334_212620777
ATF4P2,chrX_154580926_154581998
ATF4P1,chrX_154622428_154623500
ATF4P4,chr11_113789231_113791366
ATF4P3,chr17_76225751_76226806
ATF4,chr22_39519695_39522683
ATF5,chr19_49928702_49933935
ATF6,chr1_161766298_161977574
ATF6B,chr6_32115264_32128253
ATF7IP,chr12_14365676_14502931
ATF7-NPFF,chr12_53506691_53625979
ATF7,chr12_53507856_53626410
ATF7IP2,chr16_10326434_10483638
ATM,chr11_108223044_108369102
GATM,chr15_45361124_45402327
ATMIN,chr16_81035842_81047350
ATOH1,chr4_93828753_93830964
ATRX,chrX_77504880_77786233
BACH1-AS1,chr21_29370019_29376339
BACH1-IT3,chr21_29496047_29500386
BACH1-IT1,chr21_29351634_29361894
BACH1-IT2,chr21_29370497_29373709
BACH1,chr21_29194071_29630751
BACH2,chr6_89926528_90296908
BATF,chr14_75522455_75546993
BCL11A,chr2_60450520_60554467
BCL3,chr19_44747705_44760044
BCL6,chr3_187721377_187745725
BCL6B,chr17_7023050_7030290
BDP1,chr5_71455651_71567820
UBDP1,chr6_29464596_29469806
BDP1P,chr18_77435253_77437242
BHLHE41,chr12_26120030_26125037
BIN1,chr2_127048027_127107288
CABIN1,chr22_24011192_24178628
BMI1P1,chrX_67791955_67792895
COMMD3-BMI1,chr10_22316388_22329542
BMI1,chr10_22321099_22331484
BPTFP1,chr17_64761912_64762710
BPTF,chr17_67825503_67984378
BRCA1P1,chr17_43168170_43168249
BRCA1,chr17_43044295_43170245
BRCA2,chr13_32315086_32400268
BRD7P6,chr2_70353010_70355915
BRD7P2,chr3_160100850_160102793
BRD7P4,chr6_111430260_111431781
BRD7P3,chr6_118501430_118502906
BRD7P5,chr13_94757451_94759272
BRD7P1,chr14_23749236_23751150
BRD7,chr16_50313487_50368988
BRIP1,chr17_61679139_61863559
BRPF1,chr3_9731729_9748019
BTAF1,chr10_91923770_92030325
BTF3P9,chr1_227434064_227434346
BTF3L4,chr1_52056199_52090716
BTF3P5,chr2_55435156_55435622
BTF3L4P2,chr2_159003975_159004320
BTF3P13,chr4_98740742_98741231
BTF3L4P4,chr4_168598240_168598757
BTF3-DT,chr5_73497550_73498293
BTF3,chr5_73498408_73505635
BTF3P7,chr6_6794915_6795402
BTF3L4P3,chr6_137543897_137544372
BTF3P10,chr6_149977922_149978416
BTF3P8,chrX_63766875_63767400
BTF3P3,chr8_22492631_22493044
BTF3P1,chr8_51721670_51722164
BTF3P12,chr8_70273369_70273837
BTF3P4,chr9_72107818_72108312
BTF3P15,chr10_109534655_109534990
BTF3P11,chr13_76928066_76928836
BTF3P2,chr14_28673241_28673727
BTF3P14,chr17_6322413_6323228
BTF3L4P1,chr21_17518526_17518993
BTF3P6,chr21_33518610_33519108
BTG2,chr1_203305491_203309602
CBFA2T3,chr16_88874858_88977207
CBFB,chr16_67028984_67101058
CBX7,chr22_39120167_39152680
CBX8,chr17_79792132_79801683
CDC5L,chr6_44387706_44450425
CDCA7L,chr7_21900899_21945903
CDX1,chr5_150166778_150184558
CDX2,chr13_27960918_27969315
CEBPA,chr19_33299934_33302534
CEBPA-DT,chr19_33302857_33305054
CEBPB,chr20_50190830_50192668
CEBPB-AS1,chr20_50184598_50191498
CEBPD,chr8_47736913_47738164
CEBPE,chr14_23117306_23119255
CEBPG,chr19_33373685_33382686
CEBPZOS,chr2_37196488_37216193
CEBPZ,chr2_37201612_37231596
CHCHD4P5,chr1_246178778_246179204
CHCHD4P4,chr3_11234256_11234582
CHCHD4,chr3_14112077_14124870
PTCHD4,chr6_47856673_48111197
CHCHD4P3,chr9_37434177_37434586
CHCHD4P2,chr9_108097432_108097851
CHD4,chr12_6570082_6614524
CHD8,chr14_21385194_21456126
CIITA,chr16_10866222_10943021
CITED2,chr6_139371807_139374648
CLOCK,chr4_55427903_55546909
CNBP,chr3_129167827_129183922
CNOT7P2,chr1_115564601_115565432
CNOT7P1,chrX_69937166_69938017
CNOT7,chr8_17224966_17246878
CNOT8,chr5_154857553_154876792
COPS5P1,chr6_93091976_93092760
COPS5,chr8_67043079_67083783
COPS5P2,chr12_123441517_123441852
CRABP2,chr1_156699606_156705816
CREB1,chr2_207529737_207605988
CREB3L4,chr1_153967534_153974361
CREB3L2,chr7_137874979_138002086
CREB3L2-AS1,chr7_137953348_137957966
CREB3,chr9_35732598_35736999
CREB3L1,chr11_46277662_46321409
CREB3L3,chr19_4153631_4173054
CREB5,chr7_28299321_28825894
CREBBP,chr16_3725054_3880713
CREG1,chr1_167529117_167553805
CREM,chr10_35126791_35212958
CRTC1P1,chr2_52570648_52572522
CRTC1,chr19_18683678_18782333
CRX,chr19_47819779_47843330
ACTBP11,chr1_223863726_223864851
ACTBP12,chr1_92229018_92229435
CTBP1-DT,chr4_1249300_1288291
CTBP1-AS,chr4_1210120_1218591
CTBP1,chr4_1211445_1249953
ACTBP1,chrX_46288016_46289128
ACTBP14,chr10_69022778_69023866
ACTBP15,chr22_41074180_41075239
CTCF,chr16_67562467_67639177
CTCFL,chr20_57495966_57525652
CTNNB1,chr3_41194741_41260096
CTNNBIP1,chr1_9848276_9910336
CUX1,chr7_101815904_102283958
DACH1,chr13_71437966_71867204
DAXX,chr6_33318558_33323016
STRADBP1,chr7_150512559_150513839
CCNDBP1,chr15_43185118_43197177
DBP,chr19_48630030_48637379
DDB1,chr11_61299451_61342596
DDB2,chr11_47214465_47239217
DDIT3,chr12_57516588_57521737
DDX59,chr1_200623896_200669907
DDX59-AS1,chr1_200669507_200694250
DDX50P1,chr2_32201600_32203999
DDX50P2,chr3_154352136_154354799
DDX56,chr7_44565804_44575051
DDX53,chrX_22999960_23003589
DDX58,chr9_32455302_32526208
DDX50,chr10_68901286_68946847
DDX55P1,chr12_11512723_11514136
DDX51,chr12_132136594_132144319
DDX55,chr12_123602077_123620943
DDX54,chr12_113157173_113185479
DDX5,chr17_64498254_64508199
DDX52,chr17_37609739_37643446
DEAF1,chr11_644233_707118
DEDD,chr1_161120974_161132688
DEDD2,chr19_42198598_42220140
DEK,chr6_18223860_18264548
DENND4A,chr15_65658046_65792293
DLX3,chr17_49990005_49995224
DLX4,chr17_49968970_49974959
DLX5,chr7_97020396_97024950
DMAP1,chr1_44213455_44220681
DNMT1,chr19_10133342_10231286
DNMT3AP1,chr2_66820684_66822570
DNMT3A,chr2_25227855_25342590
DNMT3L,chr21_44246339_44262216
DNMT3L-AS1,chr21_44250813_44251520
DR1,chr1_93345907_93369493
WDR12,chr2_202874261_203014798
ILDR1,chr3_121987323_122022247
WDR1,chr4_10074339_10116949
WDR19,chr4_39182504_39285810
WDR17,chr4_176065841_176182818
DDR1-DT,chr6_30866982_30875918
DDR1,chr6_30876421_30900156
EPDR1,chr7_37683843_37951936
WDR13,chrX_48590042_48608869
CDR1,chrX_140783578_140784366
SDR16C6P,chr8_56373064_56395365
SDR16C5,chr8_56300005_56320776
WDR11-AS1,chr10_120759898_120851457
WDR11,chr10_120851305_120909524
WDR18,chr19_984332_998438
DRAP1,chr11_65919274_65921563
DUX4L26,chr3_75668931_75670185
DUX4L3,chr4_190087705_190088979
DUX4L8,chr4_190067935_190069209
DUX4L1,chr4_190084412_190085686
DUX4L2,chr4_190091005_190092279
DUX4,chr4_190173774_190185942
DUX4L7,chr4_190071232_190072506
DUX4L5,chr4_190077818_190079092
DUX4L6,chr4_190074525_190075799
DUX4L9,chr4_190021407_190022665
DUX4L4,chr4_190081118_190082386
DUX4L51,chr5_31249879_31250987
DUX4L50,chr9_63817748_63818462
DUX4L24,chr10_133670450_133671718
DUX4L28,chr10_133664429_133665106
DUX4L14,chr10_133756559_133757825
DUX4L20,chr10_133683668_133684936
DUX4L25,chr10_133667151_133668419
DUX4L23,chr10_133673749_133675017
DUX4L15,chr10_133759859_133761125
DUX4L29,chr10_133740606_133741284
DUX4L21,chr10_133680369_133681637
DUX4L11,chr10_133746641_133747907
DUX4L10,chr10_133743332_133744598
DUX4L12,chr10_133749950_133751216
DUX4L22,chr10_133677059_133678327
DUX4L13,chr10_133753250_133754516
DUX4L27,chr12_34208415_34209675
DUX4L52,chr12_61600067_61600843
DUX4L46,chr16_34141256_34142006
DUX4L47,chr16_34142456_34142849
DUX4L45,chr16_34135736_34136792
DUX4L35,chr20_29448517_29449306
DUX4L32,chr20_29318824_29319579
DUX4L33,chr20_29324092_29325049
DUX4L37,chr20_29878636_29879363
DUX4L34,chr20_29410348_29411600
DUX4L19,chrY_11332329_11333595
DUX4L17,chrY_11314921_11316187
DUX4L31,chrY_10171590_10172725
DUX4L18,chrY_11321557_11322823
DUX4L16,chrY_11306918_11308181
E2F1,chr20_33675477_33686385
E2F2,chr1_23506438_23531233
E2F3P2,chr2_195994259_195995680
E2F3-IT1,chr6_20437821_20440178
E2F3,chr6_20401879_20493714
E2F3P1,chr17_35490009_35491238
E2F4P1,chr6_39553811_39554943
E2F4,chr16_67192155_67198918
E2F5,chr8_85177154_85217158
E2F6,chr2_11444375_11466177
E2F6P4,chrX_136097835_136098348
E2F6P3,chr22_21268161_21268903
E2F6P2,chr22_21141624_21142371
E2F6P1,chr22_18833694_18834438
E2F7,chr12_77021248_77065569
E2F8,chr11_19224063_19241620
E4F1,chr16_2223580_2235742
EAF1,chr3_15427598_15450635
EAF1-AS1,chr3_15436171_15455940
EAPP,chr14_34515938_34539711
EBF1,chr5_158695916_159099916
SREBF1,chr17_17810399_17837002
EBF3,chr10_129835233_129973053
ECD,chr10_73130155_73169055
EEDP1,chrX_140397062_140398311
EED,chr11_86244753_86278813
MEGF6,chr1_3487951_3611508
EGFEM1P,chr3_168249522_168830599
EGF,chr4_109912883_110013766
VEGFC,chr4_176683538_176792922
EGFLAM-AS2,chr5_38399814_38403471
EGFLAM-AS1,chr5_38425036_38427376
MEGF10,chr5_127290796_127465737
EGFLAM,chr5_38258409_38465480
EGFLAM-AS4,chr5_38282264_38290986
EGFLAM-AS3,chr5_38345347_38346551
HBEGF,chr5_140332843_140346603
VEGFA,chr6_43770184_43786487
PPT2-EGFL8,chr6_32153845_32171978
EGFL8,chr6_32164595_32168281
EGFR-AS1,chr7_55179750_55188934
EGFR,chr7_55019017_55211628
VEGFD,chrX_15345596_15384413
EGFL6,chrX_13569601_13633575
EGFL7,chr9_136658856_136672678
MEGF9,chr9_120600811_120714470
VEGFB,chr11_64234584_64239264
MEGF11,chr15_65895079_66253750
MEGF8,chr19_42325609_42378769
NEGR1-IT1,chr1_71794232_71837012
NEGR1,chr1_71395943_72282539
EGR1,chr5_138465479_138469303
EGR2,chr10_62811996_62919900
EGR3,chr8_22687659_22693480
EHF,chr11_34621093_34663288
EHMT2-AS1,chr6_31877808_31884204
EHMT2,chr6_31879759_31897687
EIF2AK2,chr2_37099210_37157522
CELF1,chr11_47465933_47565569
ELF1,chr13_40931924_41061440
ELF2P4,chr2_185547135_185547818
ELF2,chr4_139028112_139177218
ELF2P1,chrX_103910305_103911352
ELF2P3,chr9_87816465_87817970
CELF2,chr10_10798397_11336675
CELF2-DT,chr10_10369809_10462361
CELF2-AS2,chr10_11071541_11105773
CELF2-AS1,chr10_11316833_11319884
ELF3,chr1_202007945_202017183
ELF3-AS1,chr1_201995696_202010463
CELF3,chr1_151700058_151716803
ELF4,chrX_130063955_130110716
CELF4,chr18_37243040_37565827
ELK1P1,chr7_45391626_45392205
ELK1,chrX_47635521_47650604
ELK3,chr12_96194375_96269824
ELK4,chr1_205597556_205632011
ELL2P1,chr1_158175850_158177755
SELL,chr1_169690665_169711702
RELL1,chr4_37590800_37686376
ELL2P2,chr4_132367786_132368479
ELL2,chr5_95885098_95961851
RELL2,chr5_141636950_141641064
ELL2P4,chrX_146553728_146555765
NELL1,chr11_20669551_21575686
HELLS,chr10_94501434_94613905
NELL2,chr12_44508275_44921848
ELL2P3,chr13_68289679_68291280
ELL3,chr15_43772605_43777315
ELL,chr19_18442663_18522116
TSEN15P2,chr1_51859778_51860135
FEN1P1,chr1_91328369_91329513
TSEN15,chr1_184051651_184123978
GEN1,chr2_17753858_17788946
EN1,chr2_118842171_118847648
TSEN15P3,chr7_25265924_25266290
FEN1,chr11_61792911_61797238
MEN1,chr11_64803510_64811294
PSEN1,chr14_73136418_73223691
MIEN1,chr17_39728496_39730532
TSEN15P1,chr17_17456427_17457259
TEN1-CDK3,chr17_75979231_76005999
TEN1,chr17_75979240_76000586
KREMEN1,chr22_29073035_29168333
ENO1,chr1_8861000_8879190
ENO1-AS1,chr1_8878835_8879894
ENO1P1,chr1_236483165_236484468
ENO1P4,chr2_201621646_201623430
ENO1P3,chr3_124862094_124863317
ENO1P2,chr15_92420860_92422735
RENO1,chr17_81339183_81345966
EOMES,chr3_27715949_27722711
EP300-AS1,chr22_41174591_41197456
EP300,chr22_41092592_41180077
EPAS1,chr2_46293667_46386697
ERCC2,chr19_45349837_45370918
TERF1P6,chr2_189917254_189917758
MTERF4,chr2_241072169_241102332
ERFE,chr2_238158970_238168900
TERF1P3,chr4_136355110_136356336
SERF1AP1,chr4_137301001_137301187
SERF1B,chr5_70025247_70043113
SERF1A,chr5_70900669_70918530
TRERF1,chr6_42224931_42452051
MTERF1,chr7_91692008_91880702
TERF1P7,chrX_75326772_75327999
TERF1P4,chrX_83748825_83749939
MTERF3,chr8_96239398_96261610
TERF1,chr8_73008856_73048123
LERFS,chr9_62856999_62898095
MTERF2,chr12_106977277_106987160
TERF1P5,chr13_18680494_18681700
SERF2,chr15_43777087_43804427
TERF2IP,chr16_75647773_75761872
TERF2,chr16_69355567_69408571
TERF1P2,chr18_14377546_14378757
ERF,chr19_42247569_42255128
ERFL,chr19_41907704_41928449
TERF1P1,chr21_13776086_13777266
ERGIC1,chr5_172834251_172952683
TCERG1,chr5_146447311_146511961
TCERG1P1,chrX_117399452_117400081
SERGEF,chr11_17788048_18013047
TCERG1L-AS1,chr10_131095218_131095777
TCERG1L,chr10_131092391_131311721
RERG-AS1,chr12_15151923_15155283
RERG,chr12_15107783_15348675
ERGIC2,chr12_29337352_29381189
RERG-IT1,chr12_15112363_15114698
RERGL,chr12_18080869_18320107
ERG28,chr14_75649791_75660876
TCERG1P2,chr16_17094351_17094927
ERGIC3,chr20_35542038_35557634
CATSPERG,chr19_38335775_38370943
ERG,chr21_38380027_38661780
ESR1,chr6_151656691_152129619
ESR2,chr14_64084232_64338112
ESRRA,chr11_64305497_64316743
ESRRAP2,chr13_21260015_21295003
ESRRAP1,chr13_19560013_19561269
ESRRB,chr14_76310712_76501837
ESRRG,chr1_216503246_217137755
ETS1,chr11_128458761_128587558
ETS1-AS1,chr11_128526142_128530389
ETS2P1,chrX_135583651_135585160
ETS2,chr21_38805183_38824955
ETV1,chr7_13891229_13991425
ETV3L,chr1_157092043_157112412
ETV3,chr1_157121191_157138474
ETV4,chr17_43527844_43579620
ETV5,chr3_186046314_186110318
ETV5-AS1,chr3_186079170_186080947
ETV6,chr12_11649674_11895377
ETV7,chr6_36354091_36387800
ETV7-AS1,chr6_36386831_36393462
EVX1-AS,chr7_27241429_27247229
EVX1,chr7_27242700_27250493
EWSR1,chr22_29268009_29300525
EZH2,chr7_148807257_148884321
EZH2P1,chr21_35599732_35600022
FHL2,chr2_105357712_105438513
FIGLA,chr2_70777310_70790643
FLI1,chr11_128686535_128813267
FOSL2,chr2_28392448_28417317
FOSL1P1,chr4_128155389_128156204
FOSL1,chr11_65892049_65900573
FOS,chr14_75278826_75282230
FOSB,chr19_45467995_45475179
FOXA1,chr14_37589552_37596059
FOXA2,chr20_22580998_22585455
FOXA3,chr19_45863989_45873797
FOXC1,chr6_1609915_1613897
FOXC2,chr16_86566829_86569728
FOXC2-AS1,chr16_86565145_86567761
FOXD3,chr1_63322567_63325128
FOXD3-AS1,chr1_63320884_63324441
FOXE1,chr9_97853226_97856717
FOXF1,chr16_86510527_86515422
FOXF2-DT,chr6_1383790_1385066
FOXF2,chr6_1389576_1395603
FOXG1-AS1,chr14_28726675_28765292
FOXG1,chr14_28766787_28770277
FOXH1,chr8_144473412_144475849
FOXI1,chr5_170105897_170109734
FOXJ1,chr17_76136333_76141245
FOXK2,chr17_82519713_82644662
FOXL1,chr16_86576368_86583478
FOXL2,chr3_138944224_138947137
FOXL2NB,chr3_138947217_138953990
FOXM1,chr12_2857680_2877174
FOXN1,chr17_28506243_28538900
FOXN4,chr12_109277978_109309284
FOXO1B,chr5_181099140_181100666
FOXO1,chr13_40555667_40666641
FOXO3,chr6_108559835_108684774
FOXO3B,chr17_18667629_18682314
FOXO4,chrX_71095851_71103532
FOXP1-IT1,chr3_71570255_71574457
FOXP1-AS1,chr3_71289769_71305853
FOXP1,chr3_70954708_71583989
FOXP2,chr7_114086327_114693772
FOXP3,chrX_49250438_49270477
FOXQ1,chr6_1312098_1314758
FUBP1,chr1_77944055_77979110
FUBP3,chr9_130578965_130638352
GFUS,chr8_143612618_143618048
FUS,chr16_31180138_31191605
GABPAP,chr7_63893286_63894641
GABPA,chr21_25734570_25772460
GABPB1-IT1,chr15_50348936_50354861
GABPB1-AS1,chr15_50354959_50372202
GABPB1,chr15_50275389_50355408
GABPB2,chr1_151070578_151125542
GATA1,chrX_48786562_48794311
GATA2,chr3_128479427_128493201
GATA2-AS1,chr3_128489212_128502970
GATA3,chr10_8045378_8075198
GATA3-AS1,chr10_8050450_8053484
GATA4,chr8_11676959_11760002
GATA5,chr20_62463497_62475995
GATA6-AS1,chr18_22164886_22169878
GATA6,chr18_22169589_22202528
GBX2,chr2_236165236_236168386
GCM1,chr6_53126961_53148841
GCM2,chr6_10873223_10882041
GFI1,chr1_92473043_92486925
GFI1B,chr9_132944000_132991687
GLI1,chr12_57459785_57472268
GLI2,chr2_120735623_120992653
GLI3,chr7_41960949_42264100
GLIS3-AS1,chr9_3898642_3901248
GLIS3,chr9_3824127_4348392
GRHL1,chr2_9951693_10002277
GSC,chr14_94768223_94770113
GSC2,chr22_19146993_19150292
STON1-GTF2A1L,chr2_48529925_48776517
GTF2A1L,chr2_48617798_48733148
GTF2A1,chr14_81175452_81221377
GTF2B,chr1_88852633_88891944
GTF2F1,chr19_6379572_6393981
GTF2IP20,chr1_223951394_223992594
GTF2IP12,chr4_119405523_119454638
GTF2IP9,chr7_66407288_66409239
GTF2IP1,chr7_75185385_75237696
GTF2IP14,chr7_65084103_65100232
GTF2IP5,chr7_65773620_65802067
GTF2IRD1P1,chr7_66809993_66844882
GTF2IP23,chr7_66880708_66882981
GTF2IP7,chr7_76090431_76108779
GTF2IRD1,chr7_74453790_74602605
GTF2IP13,chr7_45769105_45815263
GTF2IP4,chr7_73154938_73207283
GTF2IRD2P1,chr7_73242751_73280119
GTF2I,chr7_74650231_74760692
GTF2IRD2B,chr7_75092573_75149817
GTF2IRD2,chr7_74796151_74851605
GTF2IP11,chr11_50100892_50102898
GTF2IP3,chr13_19026001_19032626
GTF2IP22,chr14_20173632_20173813
GTF2IP6,chr17_27019527_27047934
GTF2IP8,chr18_14695422_14706597
GTF2IP2,chr21_13443373_13489176
GTF3AP5,chr7_14985378_14986074
GTF3AP6,chr7_118880103_118881288
GTF3AP1,chr9_6195934_6197248
GTF3A,chr13_27424619_27435823
GTF3AP2,chr14_71044375_71044640
GZF1,chr20_23362182_23373062
HAND2,chr4_173524969_173530229
HAND2-AS1,chr4_173527270_173659696
HAX1,chr1_154272589_154275875
HAX1P1,chrX_148198014_148198878
PHBP12,chr1_50780340_50781150
PHBP11,chr1_223856579_223857387
EHBP1,chr2_62673851_63046487
PHBP14,chr4_167648430_167648796
PHBP1,chr6_150042546_150043353
HBP1,chr7_107168961_107202522
PHBP15,chr7_74741457_74742121
HADHBP1,chrX_5305714_5307128
PHBP10,chrX_104647216_104647999
GPIHBP1,chr8_143213218_143217170
EHBP1L1,chr11_65576046_65592650
PHBP16,chr11_94055023_94055972
PHBP17,chr11_123340174_123340714
PHBP18,chr12_48168847_48169659
PHBP19,chr12_51124628_51125381
LDHBP1,chr13_113276616_113277734
PHBP13,chr13_35251070_35251829
USHBP1,chr19_17249171_17282786
HCFC1,chrX_153947557_153971818
HCFC1-AS1,chrX_153969325_153970087
HCFC1R1,chr16_3022625_3024286
HDAC1,chr1_32292083_32333635
HDAC1P2,chr1_220625740_220628056
HDAC11-AS1,chr3_13476982_13480053
HDAC11,chr3_13479724_13506424
HDAC1P1,chr10_94137748_94139500
HDAC10,chr22_50245183_50251405
HDAC2,chr6_113933028_114011308
HDAC2-AS2,chr6_113969701_114471705
HDAC3,chr5_141620876_141636849
HDAC4-AS1,chr2_239401436_239402364
HDAC4,chr2_239048168_239401654
HDAC5,chr17_44076746_44123702
HDAC7,chr12_47782722_47833132
HDAC9-AS1,chr7_18892096_18899433
HDAC9,chr7_18086949_19002416
HDGF,chr1_156742109_156766925
HDGFL1,chr6_22569566_22571666
HDGFP1,chrX_131646639_131646890
HDGFL3P1,chrX_55054945_55055838
HDGFL3,chr15_83112738_83207823
HDGFL2,chr19_4472297_4502208
HES1,chr3_194136148_194138732
HES6,chr2_238238267_238240662
HEXIM1,chr17_45148475_45152099
HEY1,chr8_79762371_79767857
HEY2,chr6_125747664_125761269
HEYL,chr1_39623435_39639643
HHEX,chr10_92689955_92695647
CHIC1,chrX_73563200_73687102
HIC1,chr17_2054154_2063241
HIF1AN,chr10_100529072_100559998
HIF1AP1,chr14_75116426_75116600
HIF1A-AS1,chr14_61681041_61695823
HIF1A,chr14_61695513_61748259
HIF1A-AS3,chr14_61707564_61751099
HIF3A,chr19_46297042_46343433
HINFP,chr11_119121580_119136059
HIPK2,chr7_139561570_139777998
HIRAP1,chr10_25691537_25692323
HIRA,chr22_19330698_19447450
HIVEP2,chr6_142751469_142956698
HLFP1,chr6_132674885_132675383
HLF,chr17_55264960_55325187
HLTF,chr3_149030127_149086554
HLTF-AS1,chr3_149086332_149102823
HLX-AS1,chr1_220832763_220880140
HLX,chr1_220879431_220885059
HMG20B,chr19_3572777_3579088
HMGA1P8,chr2_74418122_74418442
HMGA1P2,chr4_73098822_73099145
HMGA1,chr6_34236873_34246231
HMGA1P7,chr6_134115235_134115736
HMGA1P1,chrX_26748029_26749090
HMGA1P4,chr9_128663134_128684477
HMGA1P5,chr10_75276376_75276646
HMGA1P3,chr12_110429959_110430282
