source,target
ARL2BP,chr16_57240259_57254635
PARD6A,chr16_67655946_67663774
CARHSP1,chr16_8847942_8870012
CARHSP1-DT,chr16_8864251_8871032
MARVELD3,chr16_71621161_71643114
ARGFXP2,chr17_32145433_32152504
ARHGAP23,chr17_38414280_38513385
RARA-AS1,chr17_40335867_40344136
RARA,chr17_40304180_40358643
STARD3,chr17_39632090_39665201
ARL4D,chr17_43393993_43402137
SMARCE1,chr17_40619962_40649654
MARCHF10-DT,chr17_62803500_62837371
ARL2BPP8,chr17_54749165_54755649
GARS1P1,chr17_55545931_55552649
ARHGAP27P1-BPTFP1-KPNA2P3,chr17_64744663_64782707
CARD14,chr17_80164992_80210331
MARCHF10,chr17_62696314_62809344
SMARCD2,chr17_63827081_63844065
SCARNA20,chr17_60226516_60232646
AARSD1,chr17_42945526_42965498
PTGES3L-AARSD1,chr17_42945526_42981528
ARHGAP27P2,chr17_68193921_68200596
SCARF1,chr17_1628858_1646744
PICART1,chr17_50045349_50056739
SCARNA21,chr17_7901122_7907260
ARHGEF15,chr17_8305241_8323514
ARHGAP44-AS1,chr17_12755140_12791242
ARHGAP44,chr17_12784498_12992643
SCARNA16,chr17_77084307_77090493
NARF-AS2,chr17_82449140_82459521
NARF,chr17_82453180_82491537
NARF-AS1,chr17_82471597_82478924
NARF-IT1,chr17_82477098_82484388
ARL17B,chr17_46269784_46362797
ARL17A,chr17_46511702_46580691
SARM1,chr17_28359356_28405049
ARL5C,chr17_39151894_39168484
ARMC7,chr17_75104952_75131272
ARRB2,chr17_4705596_4722499
ARHGDIA,chr17_81862721_81872378
ARL16,chr17_81676187_81684797
PRKAR1A,chr17_68506780_68552319
ARSG,chr17_68254182_68423731
TRARG1,chr17_1274662_1301978
GABARAP,chr17_7235008_7243449
ARHGAP27,chr17_45388902_45435421
ARHGAP28-AS1,chr18_6723821_6730862
STARD6,chr18_54319358_54358964
ARIH2P1,chr18_28646732_28654208
GAREM1,chr18_32119877_32471882
ARL2BPP1,chr18_76698444_76705254
LARP7P3,chr18_70407055_70413391
PARD6G,chr18_80152232_80248514
PARD6G-AS1,chr18_80142924_80180839
SCARNA17,chr18_49809133_49815276
NARS1,chr18_57595656_57623213
ARHGAP28,chr18_6724716_6916716
LIVAR,chr18_70330929_70338310
PARAL1,chr20_9981088_10008116
TARDBPP1,chr20_6195989_6203191
ARHGAP40,chr20_38596934_38652035
RARRES2P11,chr20_29422400_29428883
HAR1B,chr20_63085806_63103631
HAR1A,chr20_63097205_63105386
ARFGAP1,chr20_63267785_63290790
ARPC3P1,chr20_49129480_49136012
ARF4P2,chr20_62867250_62874076
AAR2,chr20_36231131_36271918
ARFGEF2,chr20_48916711_49037693
PARD6B,chr20_50726580_50757795
ARFRP1,chr20_63693642_63709025
LKAAEAR1,chr20_64078376_64085398
ARID3A,chr19_920781_976939
ARRDC5,chr19_4885437_4903896
ARMC6,chr19_19028575_19061311
LPAR2,chr19_19618655_19629930
CARD8-AS1,chr19_48250675_48259199
TARM1,chr19_54064895_54082365
C5AR2,chr19_47327175_47348329
FCAR,chr19_54869235_54892420
FFAR1,chr19_35346552_35354862
C5AR1,chr19_47285023_47323066
MARK4,chr19_45074288_45306284
FFAR3,chr19_35353460_35361489
CARD8,chr19_48175770_48256946
ARHGEF1,chr19_41878173_41931150
SARS2,chr19_38910266_38931763
CARM1,chr19_10866553_10924075
FARSA,chr19_12917479_12935037
FARSA-AS1,chr19_12925522_12934296
ARHGAP35,chr19_46855997_47006077
GARRE1,chr19_34249552_34356566
ARHGAP33,chr19_35769532_35789822
FFAR2,chr19_35438907_35452767
ARHGEF18-AS1,chr19_7385522_7396039
OSCAR,chr19_54089668_54103692
ARHGEF18,chr19_7343937_7473485
MARCHF2,chr19_8408270_8440017
ARHGAP45,chr19_1060923_1087628
ARRDC2,chr19_17996132_18015102
CBARP,chr19_1223287_1239027
CBARP-DT,chr19_1233179_1240522
SMARCA4,chr19_10955932_11080426
ARSFP1,chrY_12247321_12259033
ARSDP1,chrY_12349096_12388328
PARP4P1,chrY_26589851_26635652
ARSLP1,chrY_12334813_12348495
ANKRD62P1-PARP4P3,chr22_16649066_16676540
PARP4P3,chr22_16648892_16660628
PRR5-ARHGAP8,chr22_44697233_44863706
CARD10,chr22_37485362_37520542
PPARA,chr22_46145521_46244756
ARFGAP3,chr22_42791502_42859106
PARVG,chr22_44167956_44220533
ARL5AP4,chr22_24681168_24687679
SMARCB1,chr22_23781931_23839009
ARL2BPP10,chr22_18097457_18104649
LARGE-IT1,chr22_33718832_33725912
LARGE-AS1,chr22_33720007_33751843
LARGE1-AS1,chr22_33917422_33923766
PARVB,chr22_43994211_44173939
ARHGAP42P3,chr22_15545904_15554838
ARVCF,chr22_19964896_20017823
LARGE1,chr22_33157226_33923841
ARHGAP8,chr22_44747558_44863788
SCARF2,chr22_20419584_20438826
ARSA,chr22_50617754_50629173
GART,chr21_33498931_33544491
TSPEAR,chr21_44492893_44712572
TSPEAR-AS1,chr21_44501807_44517575
TSPEAR-AS2,chr21_44512216_44526952
PICSAR,chr21_44994208_45005727
ADARB1,chr21_45068853_45227560
IFNAR2,chr21_33200282_33266675
IFNAR1,chr21_33319429_33360864
ASCL1,chr12_102952674_102961513
ASH1L-IT1,chr1_155391010_155397978
ASH1L-AS1,chr1_155557042_155564944
ASH1L,chr1_155330268_155564162
ASXL1,chr20_32353330_32440319
ATF1P1,chr6_92882251_92889581
ATF1,chr12_50758710_50822162
ATF2,chr2_175067250_175169382
BATF2,chr11_64982945_64998018
BATF3,chr1_212681417_212700840
ATF3,chr1_212560334_212621777
ATF4P2,chrX_154575926_154582998
ATF4P1,chrX_154617428_154624500
ATF4P4,chr11_113784231_113792366
ATF4P3,chr17_76220751_76227806
ATF4,chr22_39514695_39523683
ATF5,chr19_49923702_49934935
ATF6,chr1_161761298_161978574
ATF6B,chr6_32110264_32129253
ATF7IP,chr12_14360676_14503931
ATF7-NPFF,chr12_53501691_53626979
ATF7,chr12_53502856_53627410
ATF7IP2,chr16_10321434_10484638
ATM,chr11_108218044_108370102
GATM,chr15_45356124_45403327
ATMIN,chr16_81030842_81048350
ATOH1,chr4_93823753_93831964
ATRX,chrX_77499880_77787233
BACH1-AS1,chr21_29365019_29377339
BACH1-IT3,chr21_29491047_29501386
BACH1-IT1,chr21_29346634_29362894
BACH1-IT2,chr21_29365497_29374709
BACH1,chr21_29189071_29631751
BACH2,chr6_89921528_90297908
BATF,chr14_75517455_75547993
BCL11A,chr2_60445520_60555467
BCL3,chr19_44742705_44761044
BCL6,chr3_187716377_187746725
BCL6B,chr17_7018050_7031290
BDP1,chr5_71450651_71568820
UBDP1,chr6_29459596_29470806
BDP1P,chr18_77430253_77438242
BHLHE41,chr12_26115030_26126037
BIN1,chr2_127043027_127108288
CABIN1,chr22_24006192_24179628
BMI1P1,chrX_67786955_67793895
COMMD3-BMI1,chr10_22311388_22330542
BMI1,chr10_22316099_22332484
BPTFP1,chr17_64756912_64763710
BPTF,chr17_67820503_67985378
BRCA1P1,chr17_43163170_43169249
BRCA1,chr17_43039295_43171245
BRCA2,chr13_32310086_32401268
BRD7P6,chr2_70348010_70356915
BRD7P2,chr3_160095850_160103793
BRD7P4,chr6_111425260_111432781
BRD7P3,chr6_118496430_118503906
BRD7P5,chr13_94752451_94760272
BRD7P1,chr14_23744236_23752150
BRD7,chr16_50308487_50369988
BRIP1,chr17_61674139_61864559
BRPF1,chr3_9726729_9749019
BTAF1,chr10_91918770_92031325
BTF3P9,chr1_227429064_227435346
BTF3L4,chr1_52051199_52091716
BTF3P5,chr2_55430156_55436622
BTF3L4P2,chr2_158998975_159005320
BTF3P13,chr4_98735742_98742231
BTF3L4P4,chr4_168593240_168599757
BTF3-DT,chr5_73492550_73499293
BTF3,chr5_73493408_73506635
BTF3P7,chr6_6789915_6796402
BTF3L4P3,chr6_137538897_137545372
BTF3P10,chr6_149972922_149979416
BTF3P8,chrX_63761875_63768400
BTF3P3,chr8_22487631_22494044
BTF3P1,chr8_51716670_51723164
BTF3P12,chr8_70268369_70274837
BTF3P4,chr9_72102818_72109312
BTF3P15,chr10_109529655_109535990
BTF3P11,chr13_76923066_76929836
BTF3P2,chr14_28668241_28674727
BTF3P14,chr17_6317413_6324228
BTF3L4P1,chr21_17513526_17519993
BTF3P6,chr21_33513610_33520108
BTG2,chr1_203300491_203310602
CBFA2T3,chr16_88869858_88978207
CBFB,chr16_67023984_67102058
CBX7,chr22_39115167_39153680
CBX8,chr17_79787132_79802683
CDC5L,chr6_44382706_44451425
CDCA7L,chr7_21895899_21946903
CDX1,chr5_150161778_150185558
CDX2,chr13_27955918_27970315
CEBPA,chr19_33294934_33303534
CEBPA-DT,chr19_33297857_33306054
CEBPB,chr20_50185830_50193668
CEBPB-AS1,chr20_50179598_50192498
CEBPD,chr8_47731913_47739164
CEBPE,chr14_23112306_23120255
CEBPG,chr19_33368685_33383686
CEBPZOS,chr2_37191488_37217193
CEBPZ,chr2_37196612_37232596
CHCHD4P5,chr1_246173778_246180204
CHCHD4P4,chr3_11229256_11235582
CHCHD4,chr3_14107077_14125870
PTCHD4,chr6_47851673_48112197
CHCHD4P3,chr9_37429177_37435586
CHCHD4P2,chr9_108092432_108098851
CHD4,chr12_6565082_6615524
CHD8,chr14_21380194_21457126
CIITA,chr16_10861222_10944021
CITED2,chr6_139366807_139375648
CLOCK,chr4_55422903_55547909
CNBP,chr3_129162827_129184922
CNOT7P2,chr1_115559601_115566432
CNOT7P1,chrX_69932166_69939017
CNOT7,chr8_17219966_17247878
CNOT8,chr5_154852553_154877792
COPS5P1,chr6_93086976_93093760
COPS5,chr8_67038079_67084783
COPS5P2,chr12_123436517_123442852
CRABP2,chr1_156694606_156706816
CREB1,chr2_207524737_207606988
CREB3L4,chr1_153962534_153975361
CREB3L2,chr7_137869979_138003086
CREB3L2-AS1,chr7_137948348_137958966
CREB3,chr9_35727598_35737999
CREB3L1,chr11_46272662_46322409
CREB3L3,chr19_4148631_4174054
CREB5,chr7_28294321_28826894
CREBBP,chr16_3720054_3881713
CREG1,chr1_167524117_167554805
CREM,chr10_35121791_35213958
CRTC1P1,chr2_52565648_52573522
CRTC1,chr19_18678678_18783333
CRX,chr19_47814779_47844330
ACTBP11,chr1_223858726_223865851
ACTBP12,chr1_92224018_92230435
CTBP1-DT,chr4_1244300_1289291
CTBP1-AS,chr4_1205120_1219591
CTBP1,chr4_1206445_1250953
ACTBP1,chrX_46283016_46290128
ACTBP14,chr10_69017778_69024866
ACTBP15,chr22_41069180_41076239
CTCF,chr16_67557467_67640177
CTCFL,chr20_57490966_57526652
CTNNB1,chr3_41189741_41261096
CTNNBIP1,chr1_9843276_9911336
CUX1,chr7_101810904_102284958
DACH1,chr13_71432966_71868204
DAXX,chr6_33313558_33324016
STRADBP1,chr7_150507559_150514839
CCNDBP1,chr15_43180118_43198177
DBP,chr19_48625030_48638379
DDB1,chr11_61294451_61343596
DDB2,chr11_47209465_47240217
DDIT3,chr12_57511588_57522737
DDX59,chr1_200618896_200670907
DDX59-AS1,chr1_200664507_200695250
DDX50P1,chr2_32196600_32204999
DDX50P2,chr3_154347136_154355799
DDX56,chr7_44560804_44576051
DDX53,chrX_22994960_23004589
DDX58,chr9_32450302_32527208
DDX50,chr10_68896286_68947847
DDX55P1,chr12_11507723_11515136
DDX51,chr12_132131594_132145319
DDX55,chr12_123597077_123621943
DDX54,chr12_113152173_113186479
DDX5,chr17_64493254_64509199
DDX52,chr17_37604739_37644446
DEAF1,chr11_639233_708118
DEDD,chr1_161115974_161133688
DEDD2,chr19_42193598_42221140
DEK,chr6_18218860_18265548
DENND4A,chr15_65653046_65793293
DLX3,chr17_49985005_49996224
DLX4,chr17_49963970_49975959
DLX5,chr7_97015396_97025950
DMAP1,chr1_44208455_44221681
DNMT1,chr19_10128342_10232286
DNMT3AP1,chr2_66815684_66823570
DNMT3A,chr2_25222855_25343590
DNMT3L,chr21_44241339_44263216
DNMT3L-AS1,chr21_44245813_44252520
DR1,chr1_93340907_93370493
WDR12,chr2_202869261_203015798
ILDR1,chr3_121982323_122023247
WDR1,chr4_10069339_10117949
WDR19,chr4_39177504_39286810
WDR17,chr4_176060841_176183818
DDR1-DT,chr6_30861982_30876918
DDR1,chr6_30871421_30901156
EPDR1,chr7_37678843_37952936
WDR13,chrX_48585042_48609869
CDR1,chrX_140778578_140785366
SDR16C6P,chr8_56368064_56396365
SDR16C5,chr8_56295005_56321776
WDR11-AS1,chr10_120754898_120852457
WDR11,chr10_120846305_120910524
WDR18,chr19_979332_999438
DRAP1,chr11_65914274_65922563
DUX4L26,chr3_75663931_75671185
DUX4L3,chr4_190082705_190089979
DUX4L8,chr4_190062935_190070209
DUX4L1,chr4_190079412_190086686
DUX4L2,chr4_190086005_190093279
DUX4,chr4_190168774_190186942
DUX4L7,chr4_190066232_190073506
DUX4L5,chr4_190072818_190080092
DUX4L6,chr4_190069525_190076799
DUX4L9,chr4_190016407_190023665
DUX4L4,chr4_190076118_190083386
DUX4L51,chr5_31244879_31251987
DUX4L50,chr9_63812748_63819462
DUX4L24,chr10_133665450_133672718
DUX4L28,chr10_133659429_133666106
DUX4L14,chr10_133751559_133758825
DUX4L20,chr10_133678668_133685936
DUX4L25,chr10_133662151_133669419
DUX4L23,chr10_133668749_133676017
DUX4L15,chr10_133754859_133762125
DUX4L29,chr10_133735606_133742284
DUX4L21,chr10_133675369_133682637
DUX4L11,chr10_133741641_133748907
DUX4L10,chr10_133738332_133745598
DUX4L12,chr10_133744950_133752216
DUX4L22,chr10_133672059_133679327
DUX4L13,chr10_133748250_133755516
DUX4L27,chr12_34203415_34210675
DUX4L52,chr12_61595067_61601843
DUX4L46,chr16_34136256_34143006
DUX4L47,chr16_34137456_34143849
DUX4L45,chr16_34130736_34137792
DUX4L35,chr20_29443517_29450306
DUX4L32,chr20_29313824_29320579
DUX4L33,chr20_29319092_29326049
DUX4L37,chr20_29873636_29880363
DUX4L34,chr20_29405348_29412600
DUX4L19,chrY_11327329_11334595
DUX4L17,chrY_11309921_11317187
DUX4L31,chrY_10166590_10173725
DUX4L18,chrY_11316557_11323823
DUX4L16,chrY_11301918_11309181
E2F1,chr20_33670477_33687385
E2F2,chr1_23501438_23532233
E2F3P2,chr2_195989259_195996680
E2F3-IT1,chr6_20432821_20441178
E2F3,chr6_20396879_20494714
E2F3P1,chr17_35485009_35492238
E2F4P1,chr6_39548811_39555943
E2F4,chr16_67187155_67199918
E2F5,chr8_85172154_85218158
E2F6,chr2_11439375_11467177
E2F6P4,chrX_136092835_136099348
E2F6P3,chr22_21263161_21269903
E2F6P2,chr22_21136624_21143371
E2F6P1,chr22_18828694_18835438
E2F7,chr12_77016248_77066569
E2F8,chr11_19219063_19242620
E4F1,chr16_2218580_2236742
EAF1,chr3_15422598_15451635
EAF1-AS1,chr3_15431171_15456940
EAPP,chr14_34510938_34540711
EBF1,chr5_158690916_159100916
SREBF1,chr17_17805399_17838002
EBF3,chr10_129830233_129974053
ECD,chr10_73125155_73170055
EEDP1,chrX_140392062_140399311
EED,chr11_86239753_86279813
MEGF6,chr1_3482951_3612508
EGFEM1P,chr3_168244522_168831599
EGF,chr4_109907883_110014766
VEGFC,chr4_176678538_176793922
EGFLAM-AS2,chr5_38394814_38404471
EGFLAM-AS1,chr5_38420036_38428376
MEGF10,chr5_127285796_127466737
EGFLAM,chr5_38253409_38466480
EGFLAM-AS4,chr5_38277264_38291986
EGFLAM-AS3,chr5_38340347_38347551
HBEGF,chr5_140327843_140347603
VEGFA,chr6_43765184_43787487
PPT2-EGFL8,chr6_32148845_32172978
EGFL8,chr6_32159595_32169281
EGFR-AS1,chr7_55174750_55189934
EGFR,chr7_55014017_55212628
VEGFD,chrX_15340596_15385413
EGFL6,chrX_13564601_13634575
EGFL7,chr9_136653856_136673678
MEGF9,chr9_120595811_120715470
VEGFB,chr11_64229584_64240264
MEGF11,chr15_65890079_66254750
MEGF8,chr19_42320609_42379769
NEGR1-IT1,chr1_71789232_71838012
NEGR1,chr1_71390943_72283539
EGR1,chr5_138460479_138470303
EGR2,chr10_62806996_62920900
EGR3,chr8_22682659_22694480
EHF,chr11_34616093_34664288
EHMT2-AS1,chr6_31872808_31885204
EHMT2,chr6_31874759_31898687
EIF2AK2,chr2_37094210_37158522
CELF1,chr11_47460933_47566569
ELF1,chr13_40926924_41062440
ELF2P4,chr2_185542135_185548818
ELF2,chr4_139023112_139178218
ELF2P1,chrX_103905305_103912352
ELF2P3,chr9_87811465_87818970
CELF2,chr10_10793397_11337675
CELF2-DT,chr10_10364809_10463361
CELF2-AS2,chr10_11066541_11106773
CELF2-AS1,chr10_11311833_11320884
ELF3,chr1_202002945_202018183
ELF3-AS1,chr1_201990696_202011463
CELF3,chr1_151695058_151717803
ELF4,chrX_130058955_130111716
CELF4,chr18_37238040_37566827
ELK1P1,chr7_45386626_45393205
ELK1,chrX_47630521_47651604
ELK3,chr12_96189375_96270824
ELK4,chr1_205592556_205633011
ELL2P1,chr1_158170850_158178755
SELL,chr1_169685665_169712702
RELL1,chr4_37585800_37687376
ELL2P2,chr4_132362786_132369479
ELL2,chr5_95880098_95962851
RELL2,chr5_141631950_141642064
ELL2P4,chrX_146548728_146556765
NELL1,chr11_20664551_21576686
HELLS,chr10_94496434_94614905
NELL2,chr12_44503275_44922848
ELL2P3,chr13_68284679_68292280
ELL3,chr15_43767605_43778315
ELL,chr19_18437663_18523116
TSEN15P2,chr1_51854778_51861135
FEN1P1,chr1_91323369_91330513
TSEN15,chr1_184046651_184124978
GEN1,chr2_17748858_17789946
EN1,chr2_118837171_118848648
TSEN15P3,chr7_25260924_25267290
FEN1,chr11_61787911_61798238
MEN1,chr11_64798510_64812294
PSEN1,chr14_73131418_73224691
MIEN1,chr17_39723496_39731532
TSEN15P1,chr17_17451427_17458259
TEN1-CDK3,chr17_75974231_76006999
TEN1,chr17_75974240_76001586
KREMEN1,chr22_29068035_29169333
ENO1,chr1_8856000_8880190
ENO1-AS1,chr1_8873835_8880894
ENO1P1,chr1_236478165_236485468
ENO1P4,chr2_201616646_201624430
ENO1P3,chr3_124857094_124864317
ENO1P2,chr15_92415860_92423735
RENO1,chr17_81334183_81346966
EOMES,chr3_27710949_27723711
EP300-AS1,chr22_41169591_41198456
EP300,chr22_41087592_41181077
EPAS1,chr2_46288667_46387697
ERCC2,chr19_45344837_45371918
TERF1P6,chr2_189912254_189918758
MTERF4,chr2_241067169_241103332
ERFE,chr2_238153970_238169900
TERF1P3,chr4_136350110_136357336
SERF1AP1,chr4_137296001_137302187
SERF1B,chr5_70020247_70044113
SERF1A,chr5_70895669_70919530
TRERF1,chr6_42219931_42453051
MTERF1,chr7_91687008_91881702
TERF1P7,chrX_75321772_75328999
TERF1P4,chrX_83743825_83750939
MTERF3,chr8_96234398_96262610
TERF1,chr8_73003856_73049123
LERFS,chr9_62851999_62899095
MTERF2,chr12_106972277_106988160
TERF1P5,chr13_18675494_18682700
SERF2,chr15_43772087_43805427
TERF2IP,chr16_75642773_75762872
TERF2,chr16_69350567_69409571
TERF1P2,chr18_14372546_14379757
ERF,chr19_42242569_42256128
ERFL,chr19_41902704_41929449
TERF1P1,chr21_13771086_13778266
ERGIC1,chr5_172829251_172953683
TCERG1,chr5_146442311_146512961
TCERG1P1,chrX_117394452_117401081
SERGEF,chr11_17783048_18014047
TCERG1L-AS1,chr10_131090218_131096777
TCERG1L,chr10_131087391_131312721
RERG-AS1,chr12_15146923_15156283
RERG,chr12_15102783_15349675
ERGIC2,chr12_29332352_29382189
RERG-IT1,chr12_15107363_15115698
RERGL,chr12_18075869_18321107
ERG28,chr14_75644791_75661876
TCERG1P2,chr16_17089351_17095927
ERGIC3,chr20_35537038_35558634
CATSPERG,chr19_38330775_38371943
ERG,chr21_38375027_38662780
ESR1,chr6_151651691_152130619
ESR2,chr14_64079232_64339112
ESRRA,chr11_64300497_64317743
ESRRAP2,chr13_21255015_21296003
ESRRAP1,chr13_19555013_19562269
ESRRB,chr14_76305712_76502837
ESRRG,chr1_216498246_217138755
ETS1,chr11_128453761_128588558
ETS1-AS1,chr11_128521142_128531389
ETS2P1,chrX_135578651_135586160
ETS2,chr21_38800183_38825955
ETV1,chr7_13886229_13992425
ETV3L,chr1_157087043_157113412
ETV3,chr1_157116191_157139474
ETV4,chr17_43522844_43580620
ETV5,chr3_186041314_186111318
ETV5-AS1,chr3_186074170_186081947
ETV6,chr12_11644674_11896377
ETV7,chr6_36349091_36388800
ETV7-AS1,chr6_36381831_36394462
EVX1-AS,chr7_27236429_27248229
EVX1,chr7_27237700_27251493
EWSR1,chr22_29263009_29301525
EZH2,chr7_148802257_148885321
EZH2P1,chr21_35594732_35601022
FHL2,chr2_105352712_105439513
FIGLA,chr2_70772310_70791643
FLI1,chr11_128681535_128814267
FOSL2,chr2_28387448_28418317
FOSL1P1,chr4_128150389_128157204
FOSL1,chr11_65887049_65901573
FOS,chr14_75273826_75283230
FOSB,chr19_45462995_45476179
FOXA1,chr14_37584552_37597059
FOXA2,chr20_22575998_22586455
FOXA3,chr19_45858989_45874797
FOXC1,chr6_1604915_1614897
FOXC2,chr16_86561829_86570728
FOXC2-AS1,chr16_86560145_86568761
FOXD3,chr1_63317567_63326128
FOXD3-AS1,chr1_63315884_63325441
FOXE1,chr9_97848226_97857717
FOXF1,chr16_86505527_86516422
FOXF2-DT,chr6_1378790_1386066
FOXF2,chr6_1384576_1396603
FOXG1-AS1,chr14_28721675_28766292
FOXG1,chr14_28761787_28771277
FOXH1,chr8_144468412_144476849
FOXI1,chr5_170100897_170110734
FOXJ1,chr17_76131333_76142245
FOXK2,chr17_82514713_82645662
FOXL1,chr16_86571368_86584478
FOXL2,chr3_138939224_138948137
FOXL2NB,chr3_138942217_138954990
FOXM1,chr12_2852680_2878174
FOXN1,chr17_28501243_28539900
FOXN4,chr12_109272978_109310284
FOXO1B,chr5_181094140_181101666
FOXO1,chr13_40550667_40667641
FOXO3,chr6_108554835_108685774
FOXO3B,chr17_18662629_18683314
FOXO4,chrX_71090851_71104532
FOXP1-IT1,chr3_71565255_71575457
FOXP1-AS1,chr3_71284769_71306853
FOXP1,chr3_70949708_71584989
FOXP2,chr7_114081327_114694772
FOXP3,chrX_49245438_49271477
FOXQ1,chr6_1307098_1315758
FUBP1,chr1_77939055_77980110
FUBP3,chr9_130573965_130639352
GFUS,chr8_143607618_143619048
FUS,chr16_31175138_31192605
GABPAP,chr7_63888286_63895641
GABPA,chr21_25729570_25773460
GABPB1-IT1,chr15_50343936_50355861
GABPB1-AS1,chr15_50349959_50373202
GABPB1,chr15_50270389_50356408
GABPB2,chr1_151065578_151126542
GATA1,chrX_48781562_48795311
GATA2,chr3_128474427_128494201
GATA2-AS1,chr3_128484212_128503970
GATA3,chr10_8040378_8076198
GATA3-AS1,chr10_8045450_8054484
GATA4,chr8_11671959_11761002
GATA5,chr20_62458497_62476995
GATA6-AS1,chr18_22159886_22170878
GATA6,chr18_22164589_22203528
GBX2,chr2_236160236_236169386
GCM1,chr6_53121961_53149841
GCM2,chr6_10868223_10883041
GFI1,chr1_92468043_92487925
GFI1B,chr9_132939000_132992687
GLI1,chr12_57454785_57473268
GLI2,chr2_120730623_120993653
GLI3,chr7_41955949_42265100
GLIS3-AS1,chr9_3893642_3902248
GLIS3,chr9_3819127_4349392
GRHL1,chr2_9946693_10003277
GSC,chr14_94763223_94771113
GSC2,chr22_19141993_19151292
STON1-GTF2A1L,chr2_48524925_48777517
GTF2A1L,chr2_48612798_48734148
GTF2A1,chr14_81170452_81222377
GTF2B,chr1_88847633_88892944
GTF2F1,chr19_6374572_6394981
GTF2IP20,chr1_223946394_223993594
GTF2IP12,chr4_119400523_119455638
GTF2IP9,chr7_66402288_66410239
GTF2IP1,chr7_75180385_75238696
GTF2IP14,chr7_65079103_65101232
GTF2IP5,chr7_65768620_65803067
GTF2IRD1P1,chr7_66804993_66845882
GTF2IP23,chr7_66875708_66883981
GTF2IP7,chr7_76085431_76109779
GTF2IRD1,chr7_74448790_74603605
GTF2IP13,chr7_45764105_45816263
GTF2IP4,chr7_73149938_73208283
GTF2IRD2P1,chr7_73237751_73281119
GTF2I,chr7_74645231_74761692
GTF2IRD2B,chr7_75087573_75150817
GTF2IRD2,chr7_74791151_74852605
GTF2IP11,chr11_50095892_50103898
GTF2IP3,chr13_19021001_19033626
GTF2IP22,chr14_20168632_20174813
GTF2IP6,chr17_27014527_27048934
GTF2IP8,chr18_14690422_14707597
GTF2IP2,chr21_13438373_13490176
GTF3AP5,chr7_14980378_14987074
GTF3AP6,chr7_118875103_118882288
GTF3AP1,chr9_6190934_6198248
GTF3A,chr13_27419619_27436823
GTF3AP2,chr14_71039375_71045640
GZF1,chr20_23357182_23374062
HAND2,chr4_173519969_173531229
HAND2-AS1,chr4_173522270_173660696
HAX1,chr1_154267589_154276875
HAX1P1,chrX_148193014_148199878
PHBP12,chr1_50775340_50782150
PHBP11,chr1_223851579_223858387
EHBP1,chr2_62668851_63047487
PHBP14,chr4_167643430_167649796
PHBP1,chr6_150037546_150044353
HBP1,chr7_107163961_107203522
PHBP15,chr7_74736457_74743121
HADHBP1,chrX_5300714_5308128
PHBP10,chrX_104642216_104648999
GPIHBP1,chr8_143208218_143218170
EHBP1L1,chr11_65571046_65593650
PHBP16,chr11_94050023_94056972
PHBP17,chr11_123335174_123341714
PHBP18,chr12_48163847_48170659
PHBP19,chr12_51119628_51126381
LDHBP1,chr13_113271616_113278734
PHBP13,chr13_35246070_35252829
USHBP1,chr19_17244171_17283786
HCFC1,chrX_153942557_153972818
HCFC1-AS1,chrX_153964325_153971087
HCFC1R1,chr16_3017625_3025286
HDAC1,chr1_32287083_32334635
HDAC1P2,chr1_220620740_220629056
HDAC11-AS1,chr3_13471982_13481053
HDAC11,chr3_13474724_13507424
HDAC1P1,chr10_94132748_94140500
HDAC10,chr22_50240183_50252405
HDAC2,chr6_113928028_114012308
HDAC2-AS2,chr6_113964701_114472705
HDAC3,chr5_141615876_141637849
HDAC4-AS1,chr2_239396436_239403364
HDAC4,chr2_239043168_239402654
HDAC5,chr17_44071746_44124702
HDAC7,chr12_47777722_47834132
HDAC9-AS1,chr7_18887096_18900433
HDAC9,chr7_18081949_19003416
HDGF,chr1_156737109_156767925
HDGFL1,chr6_22564566_22572666
HDGFP1,chrX_131641639_131647890
HDGFL3P1,chrX_55049945_55056838
HDGFL3,chr15_83107738_83208823
HDGFL2,chr19_4467297_4503208
HES1,chr3_194131148_194139732
HES6,chr2_238233267_238241662
HEXIM1,chr17_45143475_45153099
HEY1,chr8_79757371_79768857
HEY2,chr6_125742664_125762269
HEYL,chr1_39618435_39640643
HHEX,chr10_92684955_92696647
CHIC1,chrX_73558200_73688102
HIC1,chr17_2049154_2064241
HIF1AN,chr10_100524072_100560998
HIF1AP1,chr14_75111426_75117600
HIF1A-AS1,chr14_61676041_61696823
HIF1A,chr14_61690513_61749259
HIF1A-AS3,chr14_61702564_61752099
HIF3A,chr19_46292042_46344433
HINFP,chr11_119116580_119137059
HIPK2,chr7_139556570_139778998
HIRAP1,chr10_25686537_25693323
HIRA,chr22_19325698_19448450
HIVEP2,chr6_142746469_142957698
HLFP1,chr6_132669885_132676383
HLF,chr17_55259960_55326187
HLTF,chr3_149025127_149087554
HLTF-AS1,chr3_149081332_149103823
HLX-AS1,chr1_220827763_220881140
HLX,chr1_220874431_220886059
HMG20B,chr19_3567777_3580088
HMGA1P8,chr2_74413122_74419442
HMGA1P2,chr4_73093822_73100145
HMGA1,chr6_34231873_34247231
HMGA1P7,chr6_134110235_134116736
HMGA1P1,chrX_26743029_26750090
HMGA1P4,chr9_128658134_128685477
HMGA1P5,chr10_75271376_75277646
HMGA1P3,chr12_110424959_110431282
